title,rating,num_reviews,num_published_lectures,last_update_date,duration_hours,num_subscribers,headline,technologies,days_since_last_update
"SDET Training: Selenium WebDriver, Java Project & Code Tests",4.290645,1546,77,2019-12-07,16.0,18094,"Complete SDET Training course on Selenium WebDriver with Java Framework, API & Automation Testing, Coding Interview etc",Java,1973
PHP Development,4.1282773,1544,60,2015-03-25,75.0,72667,"No prerequisite skills, but buckle up and prepare to develop!  Covering many aspects of PHP.  ",PHP,3691
PHP MVC Framework CodeIgniter Tutorial for Beginners Project,4.1187787,1544,125,2021-01-07,105.0,7822,"Learn how to use the Most Popular PHP MVC Framework and create the best applications, easily, securely and fast. ",PHP,1576
Vue.js Essentials - 3 Course Bundle,3.8723977,1541,182,2019-07-11,125.0,7213,"Learn and master VueJS by building 3 professional, real world web application using Vue!",Vue.js,2122
The Complete HTML & CSS Course - From Novice To Professional,3.6878786,1531,84,2015-08-13,75.0,72211,In this Course Students will be able to learn a Complete HTML & CSS Course taking them From Novice To Professional,"HTML, CSS",3550
Docker Swarm Mastery: DevOps Style Cluster Orchestration,4.566985,1527,68,2023-02-01,10.0,15173,"Build, automate, and monitor a server cluster for containers using the latest open source on Linux and Windows",Docker,821
Data Structures and Algorithms: In-Depth using Python,4.4925165,1522,260,2022-10-31,345.0,23087,Implement Data Structures and Algorithms in Python,Python,914
Django Core | A Reference Guide to Core Django Concepts,4.82666,1522,204,2021-04-01,24.0,86670,Dive in deep to the core concepts behind the power Django framework written in Python. Using Django 1.10 with Python 3,Django,1492
Docker from A to Z™: Swarm + Jenkins,4.3984056,1521,47,2018-03-07,9.0,12278,"In this Docker complete training, you'll master Docker with Jenkins, DevOps and AWS.",Docker,2613
Mockito: Next-Level Java Unit Testing,4.5897093,1517,28,2022-09-26,2.0,12836,Learn the latest Mockito 5 for Java unit testing in just 2 hours and take your developer career to the next level!,Java,949
Automation framework development with Selenium C# (Advanced),4.2362585,1517,100,2023-01-23,11.0,11550,An End-to-End Selenium automation framework development in Cross-Platform using .NET 8,C#,830
Kotlin for Android & Java Developers: Clean Code on Android,4.3847413,1517,105,2021-09-10,95.0,8109,"Become a professional Kotlin developer and write cleaner code in your Android apps than in Java, avoid boilerplate code","Java, Kotlin",1330
Modern Natural Language Processing in Python,4.716776,1509,38,2021-11-19,6.0,49276,Solve Seq2Seq and Classification NLP tasks with Transformer and CNN using Tensorflow 2 in Google Colab,Python,1260
Hands On Natural Language Processing (NLP) using Python,4.2134557,1498,93,2019-09-08,105.0,10363,"Learn Natural Language Processing ( NLP ) & Text Mining by creating text classifier, article summarizer, and many more.",Python,2063
AWS SageMaker Practical for Beginners | Build 6 Projects,4.5015984,1497,109,2021-04-23,16.0,15258,"Master AWS SageMaker Algorithms (Linear Learner, XGBoost, PCA, Image Classification) & Learn SageMaker Studio & AutoML",AWS,1470
Complete React JS web developer with ES6 - Build 10 projects,4.176125,1493,76,2017-08-19,125.0,8775,"Master react JS, ES6, firebase, Auth0. Along with reactjs basics, create 10 projects",React,2813
Unity C# Mobile Game Development: Make 3 Games From Scratch,4.4390383,1492,51,2023-01-16,65.0,17488,Make and publish mobile games & apps for Android Play Store & iOS App Store using Unity and C#,C#,837
Selenium WebDriver with C# from Scratch - Nunit Framework,4.549121,1484,60,2023-01-01,10.0,16357,BRAND NEW COURSE - Become expert level Selenium C# Engineer and learn how to implement Automation framework from Scratch,C#,852
Complete MongoDB Administration Guide,4.634018,1479,225,2022-10-16,105.0,18009,"Master MongoDB database using JavaScript Mongo Shell, Robo 3T (Robomongo) and MongoDB Compass",MongoDB,929
MySQL Database Development Mastery,4.387966,1469,27,2023-02-12,45.0,174693,Learn fundamental Database Development techniques with MySQL Server and MySQL Workbench,MySQL,810
Unreal Engine 5 C++ Multiplayer Shooter,4.741808,1462,246,2023-01-31,65.0,28845,"Create a fast-paced, competitive multiplayer shooter in Unreal Engine 5 using C++!",C++,822
Data Structure & Algorithm using C++ : Zero To Mastery 2023,4.403793,1461,268,2023-02-01,645.0,13654,"Ace the Google, Amazon, Facebook, Microsoft, Netflix coding interviews. Step by step guide for their toughest questions!",C++,821
Learn To Code By Making a 2D Platformer in Unity & C#,4.633005,1461,115,2020-09-09,15.0,8394,Game development made easy. Learn C# with Unity and create your very own 2D Platformer!,C#,1696
JavaScript Bootcamp - Build Real World Applications,4.577975,1457,120,2022-08-21,165.0,17349,JavaScript from basic to advanced level. Project - based JavaScript course. JavaScript ES6 guide. Including JSON & AJAX,JavaScript,985
MongoDB with Java Spring Boot & Spring Framework,4.3632717,1448,66,2022-08-09,4.0,13391,MongoDB (NoSQL) With Spring Boot using Spring Data. Learn to deploy Spring Boot App to Pivotal Cloud Foundry with mLab,"Java, Spring Boot, MongoDB",997
Node.js Unit Testing In-Depth,4.483322,1441,46,2022-08-24,25.0,32273,"​A focused, in-depth look into Node.js unit testing, from absolute beginner to very advanced.",Node.js,982
PHP for Beginners Part 1: all code used is fully explained,4.807902,1438,149,2022-11-18,75.0,8357,PHP for Beginners: Learn to Code in PHP. Every line of code explained in detail. A true PHP for Beginners Course 2024,PHP,896
FastAPI - The Complete Course 2023 (Beginner + Advanced),4.4479012,1432,195,2022-11-18,17.0,35396,"Dive in and learn FastAPI from scratch! Learn FastAPI, RESTful APIs using Python, SQLAlchemy, OAuth, JWT and way more!",FastAPI,896
A 18 Hour SQL/SQL Server 2014/Visual Studio 2017 Course,4.3687606,1431,87,2022-08-23,19.0,12378,"Learn SQL, SQL Server, SSMS, ASP.NET, Visual Studio, C#, HTML and More!",SQL,983
Machine Learning Practical Workout | 8 Real-World Projects,4.3054504,1429,90,2023-01-09,14.0,19753,"Build 8 Practical Projects and Go from Zero to Hero in Deep/Machine Learning, Artificial Neural Networks",Machine Learning,844
"Complete NodeJS course with express, socket io and MongoDB",4.3968024,1428,98,2021-05-25,55.0,162618,"Master NodeJS to build real world application, socket io and MongoDB, authentication with JWT",MongoDB,1438
Unreal Engine C++ The Ultimate Shooter Course,4.7747526,1428,347,2023-01-09,56.0,14717,Master Unreal Engine 4 by Creating a Complete Shooter Game!,C++,844
iOS & Swift: Become An App Developer,4.460763,1424,429,2020-08-05,90.0,10156,"Beginner's Guide to Learn iOS, Swift, ARKit, CoreML, App Design, Advanced Programming and Much More",Swift,1731
Design Patterns in JavaScript,4.388979,1422,103,2021-08-19,10.0,19512,Discover the modern implementation of design patterns in JavaScript,JavaScript,1352
NoSQL: Neo4j and Cypher (Part: 1-Beginners),4.204893,1414,26,2018-03-07,2.0,7329,NoSQL: Neo4j - Stop Developing Databases the Hard Way!,NoSQL,2613
Redux Saga with React: Fast-track Redux Saga intro course,4.429304,1410,24,2022-11-01,15.0,7218,Redux Saga intro course - QUICKEST way to understand Sagas. Get started with Redux Saga in React + Redux saga projects.,React,913
Automation with Ansible Playbooks - Hands On !!,4.3306446,1411,95,2022-11-17,9.0,12056,This course introduces Ansible to the absolute beginners & System Admins to enhance skills towards Ansible.,Ansible,897
Complete Kotlin development masterclass 2023,4.554936,1406,457,2023-01-31,31.0,16079,Master the fundamentals and advanced features of Kotlin development,Kotlin,822
"SQL Server Essentials, from Scratch",4.415269,1406,56,2022-12-17,135.0,8379,Step-by-Step Beginner's Training Course in SQL Server.  No prior database knowledge is needed.,SQL,867
Python 3 For Beginners in 2020!,4.487138,1404,80,2019-12-15,6.0,33541,Python for beginners! Create Python 3 Real-World Applications from Scratch. In this Python 3 Course.,Python,1965
The Complete Guide to Django REST Framework and Vue JS,4.5400305,1403,127,2022-03-17,21.0,7238,Build Professional REST APIs and Single Page Applications with Django and Vue JS !,Django,1142
Blazor - The Complete Guide (WASM & Server .NET Core 5),4.5177608,1402,224,2022-07-05,155.0,7278,"Build real world resort booking website using Blazor Server, Blazor WASM and .NET 5(.NET Core) API and deploy to azure.",.NET Core,1032
Object Oriented Programming - Basics to Advance (Java OOP),4.380533,1399,40,2022-12-16,8.0,178031,"Learn OOP, SOLID principles with Java examples. Implement backend part for online store by the end of the course",Java,868
Complete React Hooks Course 2021: A - Z ( Scratch to React ),4.651174,1399,57,2019-10-05,8.0,7642,"React JS Hooks way ( Latest & Comprehensive) : Redux , React Router, Testing with Jest,  Build Component Library",React,2036
Modern C++ Concurrency in Depth ( C++17/20),4.3077674,1397,98,2021-11-26,10.0,13886,"modern c++ concurrency features including memory model, lock free data structure, thread pools, coroutines.",C++,1253
"Beginner API development in Node, Express, ES6, & MongoDB",4.3154483,1395,64,2016-11-25,185.0,11630,REST API backend development. Build Node API and restful express API,MongoDB,3080
"Master Laravel 9, Vue 3 & Inertia Fullstack 2023",4.6564517,1396,310,2023-02-06,355.0,12163,"Build Advanced SPAs with Vue, Inertia, Laravel and Tailwind CSS. Build a great portfolio project.",Laravel,816
AWS Identity Access Management (IAM) Practical Applications,4.4505463,1389,21,2021-03-08,35.0,8086,"Learn IAM User, Group, Policy, Roles and AWS Organization to solve real world problems.  Lots of hands on demo!",AWS,1516
C# .NET For Beginners,4.427869,1382,19,2019-03-01,4.0,26745,An introduction to programming using C# and Microsoft's .NET platform,"C#, .NET",2254
Tailwind CSS From Scratch | Learn By Building Projects,4.674741,1383,83,2022-05-23,125.0,26416,Build great looking layouts fast and efficiently using Tailwind CSS utility classes,CSS,1075
Internet and Web Development Fundamentals,4.29594,1380,62,2021-04-11,4.0,174045,Learn how the Internet Works and Setup a Testing & Production Web Server,Web Development,1482
The complete React Native course,4.533145,1379,243,2020-11-01,425.0,9105,Take you coding to the next level with React Native.,React,1643
Learn TDD in Java,4.154315,1379,22,2017-03-11,1.0,6733,Learn Test Driven Development through a concise programming interview question,Java,2974
The Python Programming Comprehensive Bootcamp,4.290873,1377,75,2021-08-27,45.0,231485,Python 2024: Blast Off from Beginner to Pro - Your Coding Rocket Awaits,Python,1344
Programming Java for Beginners - The Ultimate Java Tutorial,4.4717135,1375,114,2017-01-09,10.0,55037,Learn Java Programming at your own Pace. Comes Complete with Working Files and a Verifiable Certificate of Completion.,Java,3035
Learn API Automation Testing with Python & BDD Framework,4.560287,1374,78,2022-11-16,115.0,17253,"Build Python automation Utilities  to test Rest API’s with SQL DB Integration, Batch Jobs Automation,Web Scraping etc",Python,898
"Selenium WebDriver with Docker, Jenkins & AWS",4.479842,1375,188,2022-08-07,16.0,16547,"Learn Test Automation Framework, Docker, CI/CD, Jenkins, Parallel testing and AWS cloud with Selenium etc!","Docker, AWS",999
Learn Unit Testing with NUnit and C#,4.5859604,1373,94,2020-07-16,75.0,8680,"Learn unit testing, TDD, mocking and Dependency Injection: techniques that you'll need to build reliable software.",C#,1751
Complete Linear Regression Analysis in Python,4.471463,1371,75,2022-11-03,75.0,170155,"Linear Regression in Python| Simple Regression, Multiple Regression, Ridge Regression, Lasso and subset selection also",Python,911
"Event-Driven Microservices: Spring Boot, Kafka and Elastic",4.437122,1372,100,2022-12-28,125.0,24394,"Master event-driven microservices architecture with patterns using Spring boot, Spring cloud, Kafka and Elasticsearch",Spring Boot,856
Functional & Reactive programming in Java : Modern Style,4.447558,1370,192,2022-09-13,21.0,13773,"Java Programming MasterClass, Design Patterns,Data Structures,Lambda,Streams,Collectors,Collections,Optionals & RxJava",Java,962
Introduction to Java for Programmers,4.4821854,1367,207,2019-06-06,20.0,9588,"With over 200 videos and 20 hours of content, this Java training course will teach you to program in Java 7 and Eclipse.",Java,2157
Angular Material In Depth (Angular 15),4.5537944,1366,44,2023-02-11,65.0,13512,In-depth guided tour to the Angular Material component library (in Angular 18),Angular,811
Introduction to Java EE,4.5641794,1365,20,2021-11-04,15.0,6452,Learn the Fundamentals of Java EE and Learn How to Package & Deploy an App,Java,1275
Time Series Analysis and Forecasting using Python,4.4263635,1365,100,2022-11-03,135.0,158377,Learn about time series analysis & forecasting models in Python |Time Data Visualization|AR|MA|ARIMA|Regression| ANN,Python,911
"Modern PHP Web Development w/ MySQL, GitHub & Heroku",4.4380803,1362,45,2022-11-29,125.0,171846,"Learn to develop data driven web applications using PHP and MySQL (PDO) , manage them with GitHub and deploy to Heroku","PHP, MySQL, GitHub, Web Development",885
Make a Responsive Portfolio Website: JavaScript and HTML,4.46039,1360,52,2018-10-28,4.0,4202,Use JavaScript and HTML to create the ultimate responsive portfolio website from scratch!,"JavaScript, HTML",2378
Git & GitHub Masterclass,4.5307174,1360,74,2021-08-30,115.0,12933,Add  real world development team skills for version control and source control to your resume & programming arsenal!,"Git, GitHub",1341
The complete React 18 Fullstack course ( 2022 edition),4.5734577,1361,472,2022-06-14,86.0,8731,"Take you coding to the next level with React, Redux, Routes, Node js, Express and MongoDB",React,1053
Learn Elementor - WordPress Front-End Development Course,4.7178516,1357,66,2022-09-28,65.0,9211,"Elementor page builder gives you total control to design and create the site you've always wanted, without restrictions.",WordPress,947
PySpark & AWS: Master Big Data With PySpark and AWS,4.2677846,1342,197,2023-02-14,195.0,15838,"Mastering AWS & PySpark: Spark, PySpark, AWS, Spark Ecosystem, Hadoop, and Spark Applications [AWS, Hadoop, Pyspark]",AWS,808
"Spring Boot Unit Testing with JUnit, Mockito and MockMvc",4.598899,1344,136,2022-11-15,10.0,21734,"Develop Real-Time Spring Boot Unit Tests: JUnit 5, Mockito, MockMvc, TDD, JsonPath, Hamcrest, H2 Embedded DB, MySQL",Spring Boot,899
PYTHON - A to Z Full Course for Beginners,4.463654,1339,250,2021-08-09,25.0,54111,"Learn:- Python 3, Python Programming, Python File Operation, Python Scratech Concepts, Python Advance Concepts real life",Python,1362
Python for Absolute Beginners: Learn Python in a Week!,4.4079065,1335,119,2022-12-28,85.0,5444,A Python 3 Practical Programming Course for Absolute Beginners - Learn how to Code in Python 3.12 (2024 Edition),Python,856
Docker for Node.js Projects From a Docker Captain,4.577825,1334,82,2022-11-07,85.0,14054,"Build, test, deploy Node for Docker, Kubernetes, Swarm, and ARM with the latest DevOps practices from a container expert","Node.js, Docker",907
C# Performance Tricks: How To Radically Speed Up Your Code.,4.476683,1326,38,2019-09-10,45.0,11215,This course will help you speed up your C# code and provides many tricks that every professional developer must know.,C#,2061
"Time Series Analysis, Forecasting, and Machine Learning",4.6408715,1323,171,2023-02-04,23.0,9514,"Python for LSTMs, ARIMA, Deep Learning, AI, Support Vector Regression, +More Applied to Time Series Forecasting",Machine Learning,818
Design Patterns in Go,4.5068154,1326,110,2020-08-19,10.0,17222,Discover the modern implementation of design patterns in Go (golang),Go,1717
Complete DApp - Solidity & React - Blockchain Development,4.2244296,1318,179,2022-11-01,16.0,20779,"Master DApp Development - Smart Contracts - Solidity, Web3, React, Mocha, Ethereum Blockchain Programming for Front-end",React,913
Laravel 9 A-Z For Beginner With Complete News Portal Website,4.7362447,1316,234,2022-12-03,415.0,27287,"In this course, you will learn larval 9 A-Z, Build One complete Basic Project and Online News Portal Website Project",Laravel,881
Robot Framework - Jenkins CI & Git Version Control,4.544863,1312,26,2022-11-19,2.0,9042,Robot Framework Agile best practices and automated continuous testing!,Git,895
Learn Data Science & Machine Learning with R from A-Z,4.0512867,1308,80,2021-01-14,285.0,95176,"Become a professional Data Scientist with R and learn Machine Learning, Data Analysis + Visualization, Web Apps + more!","Machine Learning, Data Science",1569
From 0 to 1: Data Structures & Algorithms in Java,4.1823993,1306,67,2019-04-02,15.0,12338,Learn so you can see it with your eyes closed,Java,2222
Learn C# Programming (In Ten Easy Steps),4.327852,1305,126,2019-08-05,75.0,15483,The simplest way to learn C# programming.,C#,2097
Unit Testing Swift Mobile App,4.508502,1302,136,2023-01-13,85.0,9580,Apply Test-Driven Development(TDD) process to iOS mobile app development in Swift,Swift,840
"Python 3: Deep Dive (Part 3 - Hash Maps, JSON Serialization)",4.8479285,1296,85,2022-12-28,22.0,28713,"Dictionaries, Sets,  Related Data Structures, Serialization/Deserialization",Python,856
SQL Server Performance Tuning Part 2,4.266751,1295,41,2018-05-02,75.0,12159,Resolving SQL Server performance tuning issues,SQL,2557
Building Cloud Infrastructure with Terraform,4.421468,1287,42,2018-09-08,45.0,8542,Create and manage cloud infrastructure as code,Terraform,2428
Cryptocurrency Trading Bot with a User Interface in Python,4.645274,1286,65,2022-03-24,10.0,13820,Automate Your Crypto Trading Strategies on Binance & Bitmex with Python and Create Your Own Trading Dashboard (GUI),Python,1135
Java Masterclass - Beginner to Expert Guide: Java & JavaFX,4.634206,1282,199,2020-02-15,305.0,16819,"Building Java FX, Springboot and Vaadin Java Applications. Includes Advanced Java Concepts",Java,1903
Learn Basic Commands in Linux Shell,4.7173,1282,6,2016-12-05,31.0,13761,This course will teach you the basics of using the linux shell commands.,Linux,3070
